lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1.1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2.1,ar.1,sigma,nu,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.0448493
# Diagonal elements of inverse mass matrix:
# 0.00319644, 12.451, 1.03256, 0.360273, 0.187028, 0.147612, 0.345215, 0.514493, 0.798403, 0.727563, 0.140468, 0.0819042, 0.159118, 0.323224, 0.264165, 0.511924, 0.441222, 0.807933, 0.658663, 0.251041, 0.2528, 0.0154136, 0.227859
-194.6,0.9473,0.0448493,6,63,0,203.479,-0.136096,-13.0685,-0.825924,-0.985555,-1.17536,-0.622458,0.249398,-1.62725,-1.49211,-0.0275318,3.65799,-0.593163,0.456634,1.22542,-0.899827,1.82959,-0.27653,-0.221059,1.03866,0.138403,0.369213,0.47076,4.08975,-3.02122,-3.60515,-4.29947,-2.27694,0.912296,-5.95247,-5.45814,-0.100711,-0.0820953,0.0631994,0.169601,-0.124538,0.25322,-0.0382724,-0.0305951,0.143753,-10.2935,-0.136096
-188.533,0.996539,0.0448493,6,127,0,202.895,-0.116859,-10.9138,-0.402395,-1.13236,-0.870279,-0.793016,0.756032,-1.51082,-2.4791,0.0484503,3.84407,-0.189998,0.547921,0.895207,-0.378723,0.401069,1.42198,-0.550608,0.252585,0.185046,0.254587,0.43094,3.59224,-1.54683,-4.35286,-3.34541,-3.0484,2.90624,-5.80771,-9.52984,0.186246,-0.0351584,0.101391,0.165655,-0.0700812,0.0742163,0.263133,-0.101888,0.0467398,-10.4566,-0.116859
-185.914,0.998915,0.0448493,7,127,0,196.223,-0.138045,-10.7419,0.193271,-0.531456,-1.01994,-0.793171,0.786158,-1.26475,-0.520853,1.57318,4.16195,-0.0964274,0.418837,0.65223,-0.834356,0.904522,1.20634,0.220838,-0.478319,0.243835,0.239438,0.432473,5.48598,0.804383,-2.2119,-4.24496,-3.30114,3.27195,-5.26383,-2.16777,6.54751,-0.0235124,0.102127,0.159036,-0.203445,0.220554,0.294148,0.053848,-0.116631,-10.3714,-0.138045
-192.171,0.903381,0.0448493,7,127,0,201.912,-0.255366,-14.1602,2.39587,-0.770196,-1.15807,-0.790234,0.0768339,-1.89741,-1.36732,0.877691,3.10673,-0.18126,0.79538,0.53695,-0.114022,0.743159,1.00525,-0.0931836,-0.953478,0.126531,0.372572,0.378173,2.02007,7.44331,-2.39279,-3.59779,-2.45504,0.238702,-5.89473,-4.2479,2.72675,-0.0229349,0.10064,0.0679406,-0.0144273,0.0940324,0.127195,-0.0117906,-0.120644,-10.5364,-0.255366
-198.97,0.894563,0.0448493,7,127,0,210.774,-0.241444,-12.091,-0.929612,-1.55721,-0.822729,-0.954816,-0.584761,-0.0872524,0.294673,-1.56407,4.18247,-0.789152,0.803594,2.32758,0.0975124,-0.413484,-0.11991,-0.0896241,-0.846186,0.0741883,0.511227,0.395624,3.2716,-3.88807,-6.51298,-3.44104,-3.99349,-2.44574,-0.36493,1.23246,-6.54167,-0.0585459,0.0596173,0.172679,0.00723429,-0.0306757,-0.00889589,-0.00664907,-0.0627772,-10.6671,-0.241444
-199.919,0.997352,0.0448493,7,127,0,212.985,-0.150084,-8.50579,1.49719,-0.6238,-0.682016,-0.611991,1.16297,-1.35244,-0.548229,0.715888,4.27171,-0.725565,1.39467,2.87592,0.929549,1.17357,-0.894917,0.892015,-1.25392,0.040692,0.343261,0.436284,3.07387,6.39556,-2.66469,-2.91337,-2.61425,4.96785,-5.77722,-2.34187,3.05806,-0.0295247,0.0567519,0.117027,0.0378253,0.0477547,-0.036416,0.0362979,-0.0510247,-10.7542,-0.150084
-197.186,0.987582,0.0448493,6,63,0,206.359,-0.113897,-6.83519,0.603926,-0.581515,-0.469464,-0.473372,0.751506,-1.10951,-0.649863,0.12445,5.08775,-0.672001,1.46727,2.82811,0.467703,1.24012,-0.827563,0.221288,-1.17105,0.0374271,0.254912,0.429328,3.12111,3.07263,-2.95861,-2.38852,-2.4084,3.82348,-5.64489,-3.30634,0.633171,-0.025151,0.0549156,0.105848,0.0175047,0.0464139,-0.0309732,0.00828215,-0.043829,-11.1188,-0.113897
-202.416,0.973807,0.0448493,7,127,0,215.865,-0.162091,-6.99904,0.326544,-0.0913254,-0.5519,-0.291865,-0.253973,-1.68163,1.19939,1.30453,4.78435,0.343273,2.46411,2.94191,-0.2779,0.305876,-0.17974,-0.766798,-1.12195,0.0405854,0.495151,0.349189,2.15008,1.5623,-0.436932,-2.64048,-1.39639,-1.2151,-8.0455,5.73829,6.24133,0.0139319,0.100007,0.119398,-0.0112787,0.0124141,-0.00729483,-0.0311208,-0.0455347,-11.2483,-0.162091
-198.219,0.966216,0.0448493,7,127,0,214.474,-0.0677213,-10.38,-1.02286,-2.03878,-1.63491,-0.867007,0.333807,-0.625901,-1.25346,-1.2987,1.9822,-0.854514,1.14153,-0.102817,-0.876292,0.571859,1.6492,0.765361,0.886928,0.0680271,0.479952,0.405303,3.55082,-2.02753,-4.04128,-3.24073,-1.71858,0.661673,-1.24066,-2.48461,-2.5743,-0.0581301,0.0776553,-0.00699437,-0.0596116,0.0389019,0.11219,0.0520653,0.0603352,-9.67797,-0.0677213
-196.429,0.996705,0.0448493,6,63,0,206.214,-0.0626242,-8.81123,-1.72864,-1.92065,-1.5519,-1.03072,0.578561,-0.700113,-1.03043,-1.12641,1.78045,-0.549566,1.16614,-0.262817,-1.10844,0.407628,0.564224,0.0886456,0.368073,0.0979168,0.336696,0.385371,2.83273,-3.07776,-3.41962,-2.76309,-1.83514,1.0301,-1.24652,-1.83463,-2.00552,-0.0538118,0.114184,-0.0257342,-0.108535,0.0399136,0.055247,0.0086799,0.0360405,-9.76301,-0.0626242
-190.764,0.982057,0.0448493,7,127,0,206.644,-0.229536,-4.63254,2.14681,-0.598604,-0.229313,-0.500195,0.502775,-1.00161,0.596121,0.80921,6.25184,-0.0087565,1.06183,1.47182,-0.177429,0.158545,1.25834,0.401197,-0.567407,0.0899739,0.354762,0.412817,3.51233,13.4215,-3.74238,-1.43363,-3.12714,3.14327,-6.26188,3.72685,5.05905,-0.000787857,0.0955372,0.132425,-0.015964,0.0142649,0.113218,0.0360972,-0.0510519,-11.5566,-0.229536
-189.051,0.988826,0.0448493,6,63,0,202.595,-0.187526,-10.6311,1.83093,-0.151581,-0.358912,-0.25332,0.787219,-0.797154,-1.25394,1.37235,7.04393,0.0262589,0.575041,1.45652,-0.865084,0.490539,1.89227,1.16004,-1.67389,0.139076,0.270907,0.370417,2.39659,12.897,-1.06773,-2.52815,-1.78437,5.54512,-5.6151,-8.83268,9.66676,0.003652,0.0799746,0.202567,-0.120313,0.0682224,0.263169,0.161334,-0.232799,-12.1594,-0.187526
-194.399,0.315076,0.0448493,7,127,0,204.397,-0.167669,-8.19506,-1.59535,-1.97525,-1.5119,-1.21289,1.02742,-2.01504,-1.61224,-0.973499,2.05412,-0.651511,1.00335,1.16151,-0.707946,1.23224,2.60646,0.443947,-1.42626,0.107951,0.259757,0.356811,3.33213,-3.27704,-4.0574,-3.10563,-2.49143,2.11045,-4.13913,-3.31173,-1.99968,-0.0703311,0.108312,0.125386,-0.0764233,0.133021,0.281369,0.0479244,-0.153965,-9.74019,-0.167669
-193.788,0.975617,0.0448493,7,127,0,212.142,-0.0361822,-6.19026,-0.544705,-0.285961,-0.476324,-0.661189,0.330106,-2.33911,-1.10212,1.71799,3.82192,-0.479665,0.892815,0.502101,-0.796309,-0.20142,-0.661244,1.74624,0.862386,0.119705,0.375201,0.346113,2.33751,-2.08182,-1.09292,-1.82047,-2.52701,1.26164,-8.93988,-4.21222,6.56604,-0.0574184,0.106875,0.0601042,-0.0953225,-0.0241111,-0.0791545,0.209035,0.103232,-10.7437,-0.0361822
-187.79,0.948022,0.0448493,6,63,0,202.264,-0.211767,-15.0627,0.317386,-0.938507,-1.54772,-0.688104,-0.305029,-0.956307,-0.6528,0.946314,3.05817,-0.654368,0.804491,1.49834,-0.736937,1.01088,1.20909,-0.163284,-0.72482,0.133709,0.282759,0.407681,3.21132,0.97062,-2.87012,-4.7332,-2.10434,-0.932831,-2.92455,-1.99637,2.89399,-0.0874946,0.107567,0.200341,-0.0985348,0.135163,0.161666,-0.0218324,-0.0969146,-10.1731,-0.211767
-199.638,0.936002,0.0448493,6,127,0,206.189,-0.0702849,-4.27817,-0.7143,-1.36302,-0.571144,-0.533961,1.4478,-0.78985,-0.26668,-1.63297,2.82669,0.0172151,0.84145,-0.187879,0.577763,-0.557191,0.931384,0.654227,0.724985,0.0778086,0.519652,0.405363,2.37551,-2.01911,-3.85283,-1.61445,-1.50934,4.0925,-2.23266,-0.753821,-4.61589,0.00133948,0.0654721,-0.0146186,0.0449549,-0.0433543,0.0724697,0.0509044,0.05641,-10.2919,-0.0702849
-190.722,0.997479,0.0448493,6,63,0,204.942,-0.135445,-5.97407,-0.265621,-1.06553,-0.564056,-0.814475,0.599164,-1.86583,-0.427308,-0.637119,3.75587,-0.488575,0.518428,0.233816,-0.224337,-0.0275238,1.63873,0.541419,0.662505,0.231705,0.360439,0.394698,2.86305,-0.997637,-4.00198,-2.11852,-3.05906,2.25038,-7.00781,-1.60491,-2.39294,-0.113205,0.120122,0.0541763,-0.0519801,-0.00637741,0.379703,0.12545,0.153506,-10.5688,-0.135445
-189.116,0.996034,0.0448493,7,127,0,199.808,-0.159808,-1.98599,1.09444,-0.578077,-0.211817,-0.30649,0.761753,-0.225728,0.547533,1.01619,7.88772,-0.205918,0.915491,1.985,-0.36904,-0.696766,0.723334,-0.00129635,-0.389574,0.0856151,0.349599,0.409028,2.89829,8.63266,-4.55971,-1.67076,-2.41751,6.00849,-1.78048,4.31879,8.01541,-0.0176297,0.0783799,0.169946,-0.0315953,-0.0596536,0.0619283,-0.000110987,-0.0333534,-12.3599,-0.159808
-192.574,0.99383,0.0448493,7,127,0,205.312,-0.196418,-17.1858,-1.31419,-0.809145,-1.85599,-1.00983,-0.862927,-2.21622,-3.03846,-0.292734,2.56858,-0.31473,0.571099,1.00472,-0.18972,1.29891,1.19697,0.522274,-0.0989311,0.215207,0.20771,0.340127,2.05217,-3.37561,-2.07835,-4.76726,-2.59384,-2.2165,-5.69253,-7.80454,-0.751911,-0.0677323,0.122905,0.216224,-0.0408291,0.279536,0.257596,0.112397,-0.0212907,-10.2963,-0.196418
-196.316,0.9699,0.0448493,7,127,0,212.377,-0.153834,-16.8068,-0.569865,-0.592708,-1.40992,-0.442148,0.194476,-1.07495,-2.82276,0.231109,3.33854,-0.5728,0.596931,0.786108,-1.14868,0.923012,0.918047,-0.469585,2.04095,0.177288,0.466483,0.358243,2.61387,-1.90252,-1.97878,-4.70708,-1.47613,0.649268,-3.58875,-9.42392,0.771566,-0.101551,0.105829,0.139367,-0.203647,0.163639,0.162759,-0.0832518,0.361836,-10.4406,-0.153834
-193.245,0.99919,0.0448493,6,63,0,206.592,-0.191331,-17.8475,1.82421,-0.293653,-1.36006,-0.170983,0.258987,-1.28088,-2.31324,-0.427273,3.2757,-0.192179,0.729152,0.426528,-0.882994,1.02634,0.383314,1.21234,-0.0275788,0.142802,0.266821,0.381541,2.17769,5.97558,-0.961921,-4.45514,-0.560089,0.848363,-4.19577,-7.57747,-1.39962,-0.0274436,0.104125,0.0609092,-0.126094,0.146563,0.0547382,0.173125,-0.00393831,-10.552,-0.191331
-186.413,0.969847,0.0448493,6,63,0,200.188,-0.109022,-15.1082,1.31338,-1.40647,-0.853093,-1.13344,0.0101664,-0.623142,-0.572043,-0.330963,5.13833,-0.241247,0.290648,1.31,-0.644336,0.496921,1.05109,0.629247,-0.779917,0.218319,0.306419,0.356297,3.41765,6.74858,-7.22691,-4.38347,-5.82401,0.0522385,-3.20191,-2.93934,-1.7006,-0.0526689,0.0634541,0.285999,-0.140671,0.108488,0.229474,0.137377,-0.170271,-11.0797,-0.109022
-188.165,0.9995,0.0448493,6,63,0,196.814,-0.172269,-6.53654,0.787184,-1.10922,-0.88184,-0.660007,1.88907,-1.41025,-0.889935,0.387876,2.80002,-0.150345,0.522941,0.390265,-0.336263,0.111424,0.677889,-0.253236,0.412825,0.186406,0.239203,0.332715,1.59807,2.20413,-3.10584,-2.46916,-1.84803,5.28941,-3.94872,-2.49183,1.08606,-0.0280252,0.0974792,0.0727476,-0.0626814,0.0207701,0.126362,-0.0472046,0.076953,-10.595,-0.172269
-182.02,0.982646,0.0448493,6,127,0,195.321,-0.0827539,-9.72858,0.755366,-1.41625,-0.875841,-0.979689,0.522308,-0.778527,0.22461,-0.601631,4.32307,-0.368587,0.413896,0.98942,-0.366592,0.32684,1.66475,0.508702,-1.476,0.182615,0.191461,0.345084,3.2196,3.2655,-6.12257,-3.78633,-4.23527,2.25798,-3.36563,0.971004,-2.6009,-0.0673095,0.0755837,0.180683,-0.0669453,0.0596859,0.304007,0.0928967,-0.26954,-10.7432,-0.0827539
-186.935,0.902082,0.0448493,6,127,0,196.318,-0.177203,-15.3424,1.51809,-1.65884,-1.22333,-0.845955,0.308997,0.130526,-0.636487,-0.931719,3.81093,-0.253439,0.311669,0.620201,-0.473531,0.331435,1.00646,-0.989065,-0.427605,0.27178,0.360975,0.355224,2.00829,5.78534,-6.32171,-4.66204,-3.22387,1.17757,0.497424,-2.42561,-3.55071,-0.0688797,0.0847053,0.168558,-0.128696,0.0900773,0.273536,-0.268808,-0.116214,-10.8618,-0.177203
-181.174,0.959302,0.0448493,7,127,0,196.585,-0.111513,-3.88592,-0.440016,-0.691417,-0.660822,-0.692665,1.07324,-2.06388,-0.179935,0.957223,3.67743,-0.168549,0.354193,0.689801,-0.247627,0.450806,1.83623,0.607464,-0.0597114,0.283175,0.157172,0.372196,3.63892,-1.61813,-2.54264,-2.43013,-2.54723,3.94677,-7.5898,-0.661698,3.52012,-0.0477288,0.100299,0.195334,-0.0701217,0.127657,0.519975,0.172018,-0.0169088,-10.3722,-0.111513
-182.3,0.87565,0.0448493,6,63,0,194.84,-0.104354,-5.45994,-0.0560658,-0.89581,-0.709813,-0.787071,0.960474,-1.0736,-0.224052,1.35514,4.43023,-0.125449,0.282327,0.470153,-0.51592,0.2448,1.69785,0.831436,-0.309268,0.304852,0.197395,0.364095,3.82882,-0.248384,-3.96864,-3.14463,-3.4869,4.25512,-4.75631,-0.992599,6.0036,-0.0382435,0.0860681,0.143327,-0.157279,0.0746277,0.517594,0.253465,-0.094281,-10.6876,-0.104354
-179.711,0.981479,0.0448493,6,63,0,188.392,-0.129555,-9.43251,-0.603067,-0.328193,-0.493713,-0.435401,0.083942,-1.2153,-0.850807,0.188393,6.38106,-0.196953,0.354174,0.493652,-0.326096,0.456334,0.145193,-0.158377,-0.124037,0.327613,0.2679,0.329631,1.68803,-3.8482,-2.09422,-3.15041,-2.77832,0.535639,-7.75488,-5.42905,1.20215,-0.0645244,0.116032,0.161727,-0.106833,0.149501,0.0475669,-0.0518865,-0.040636,-12.167,-0.129555
-187.92,0.180374,0.0448493,6,63,0,197.605,-0.183636,-9.82388,-0.881465,-0.495935,-0.459154,-0.40961,-0.237191,-0.815082,-0.460991,-0.46842,7.19388,-0.2379,0.300645,0.291977,-0.31207,0.0897524,0.272036,0.392432,0.117547,0.354076,0.274816,0.320169,1.65919,-6.34115,-3.5677,-3.3031,-2.94668,-1.70632,-5.8636,-3.31631,-3.36976,-0.0842349,0.106451,0.103382,-0.110497,0.0317792,0.0963214,0.138951,0.0416208,-12.5225,-0.183636
-186.122,0.92585,0.0448493,6,63,0,201.359,-0.190438,-9.80542,-0.996672,-0.328017,-0.525487,-0.371916,-0.114208,-1.04414,-0.499834,-0.249827,6.17888,-0.118405,0.290408,0.236004,-0.230664,-0.0557921,-0.0143676,0.207437,0.506949,0.362134,0.275286,0.321372,1.5547,-6.15831,-2.02677,-3.24692,-2.29802,-0.705676,-6.45164,-3.08841,-1.54365,-0.0428783,0.105166,0.085465,-0.0835312,-0.0202042,-0.00520298,0.0751199,0.183583,-12.1501,-0.190438
-186.557,0.73326,0.0448493,6,63,0,198.707,-0.138798,-6.1714,-0.966643,-0.824119,-0.336508,-0.76663,-0.122354,-0.709129,-0.420683,0.867066,6.26826,-0.168655,0.218675,0.64278,-0.216327,0.161225,0.947049,0.594867,-0.289969,0.359784,0.379779,0.330317,1.5612,-6.05917,-5.16579,-2.10932,-4.80543,-0.766947,-4.445,-2.63695,5.43499,-0.0606792,0.0786757,0.231262,-0.0778308,0.0580061,0.340733,0.214024,-0.104326,-12.1861,-0.138798
-183.49,0.813963,0.0448493,6,127,0,198.252,-0.0920192,-11.3877,-0.151569,-0.795196,-0.935561,-0.493301,0.361734,-0.913991,-1.12906,0.522662,3.68162,-0.146909,0.410506,0.39691,-0.298473,-0.248669,0.922659,0.148906,-0.914445,0.292172,0.292119,0.363147,2.87777,-0.558018,-2.92761,-3.44438,-1.81615,1.33177,-3.36497,-4.15675,1.92424,-0.0429225,0.119938,0.115966,-0.0872054,-0.0726539,0.269575,0.0435062,-0.267175,-10.5329,-0.0920192
-182.061,0.987585,0.0448493,6,127,0,192.376,-0.124262,-9.27074,0.520309,-1.19105,-0.893971,-0.923669,0.866754,-1.33574,-0.733086,0.688483,4.10342,-0.263757,0.316512,0.792238,-0.700395,0.617283,1.60067,-0.114873,-1.80689,0.248647,0.31959,0.395482,3.42869,2.13505,-4.8874,-3.66834,-3.7902,3.55666,-5.4811,-3.00816,2.82514,-0.0655824,0.0786997,0.196987,-0.174151,0.153485,0.398,-0.0285627,-0.449276,-10.6059,-0.124262
-181.584,0.995085,0.0448493,6,127,0,188.745,-0.0209299,-10.533,-0.12674,-0.500183,-0.79278,-0.536562,0.101028,-1.14374,-0.747567,0.456428,4.02621,-0.225971,0.406438,0.678264,-0.410591,0.493301,1.57624,0.500689,-0.929848,0.27125,0.185036,0.39611,3.41303,-0.510282,-2.01384,-3.1919,-2.16031,0.406762,-4.60493,-3.00987,1.83768,-0.0612946,0.110246,0.183979,-0.111373,0.133808,0.427555,0.135812,-0.252221,-10.5774,-0.0209299
-179.859,0.910676,0.0448493,6,127,0,190.123,-0.102207,-10.4415,0.292683,-1.10129,-1.14675,-0.914592,0.866121,-1.58221,-0.513603,0.261352,3.66148,-0.0809959,0.149399,0.453786,-0.418907,0.158978,0.413987,0.420286,-1.01994,0.449646,0.195774,0.355558,2.73805,1.07165,-4.03234,-4.1988,-3.34876,3.17128,-5.79321,-1.88055,0.956935,-0.0364194,0.0671765,0.204043,-0.18836,0.0714839,0.186148,0.18898,-0.458612,-10.5711,-0.102207
-182.092,0.835717,0.0448493,6,127,0,186.753,-0.106593,-8.16598,-0.796428,-1.92812,-1.05273,-1.39558,1.08185,-1.33217,-0.742813,-0.541448,3.36377,-0.200055,0.268205,0.56644,-0.377444,0.283858,0.977408,-0.245595,0.0622145,0.40263,0.153649,0.371412,2.62465,-2.679,-6.48577,-3.54114,-4.69442,3.6391,-4.48113,-2.49866,-1.82131,-0.0805483,0.107988,0.228066,-0.15197,0.11429,0.393534,-0.098884,0.0250494,-10.4644,-0.106593
-186.046,1,0.0448493,6,63,0,190.88,-0.137813,-9.097,1.01117,-2.35365,-1.70913,-1.2533,1.35917,-0.211199,-0.414909,1.23203,1.95341,-0.197758,0.310476,0.590846,-0.29011,0.197231,0.47475,0.570386,-0.696225,0.347388,0.281182,0.340319,2.41927,1.97523,-4.59763,-3.33864,-2.44821,2.655,-0.412558,-0.810487,2.40666,-0.0686988,0.107856,0.205253,-0.100781,0.0685158,0.164923,0.198146,-0.24186,-9.94426,-0.137813
-184.582,0.992198,0.0448493,6,127,0,194.494,-0.155302,-9.26134,0.381573,-1.38286,-1.58665,-0.98873,1.63113,-1.18646,-0.432048,0.582367,2.49677,-0.0670163,0.106183,0.214506,-0.157734,0.316764,0.625688,0.205157,0.3359,0.675546,0.192141,0.363515,2.84642,0.952699,-3.45267,-3.96151,-2.46863,4.07254,-2.9623,-1.07872,1.45404,-0.0452726,0.0717316,0.144909,-0.106556,0.213988,0.422681,0.138593,0.226916,-10.0648,-0.155302
-187.069,0.777515,0.0448493,6,63,0,200.657,-0.0637204,-8.54685,-0.511063,-1.62602,-1.72122,-0.790807,1.71812,-1.35423,-0.35623,0.188533,2.20315,-0.120253,0.152211,0.291277,-0.202394,0.154558,0.318825,-0.70242,-0.0332329,0.545563,0.20497,0.38725,3.40249,-1.12595,-3.58236,-3.79211,-1.74227,3.78528,-2.98358,-0.784828,0.415366,-0.0656057,0.0830408,0.15891,-0.110419,0.0843212,0.173939,-0.383214,-0.0181307,-9.81535,-0.0637204
-184.764,0.977872,0.0448493,6,63,0,197.408,-0.0621084,-8.88471,0.0404382,-1.53779,-1.36298,-0.947268,1.17764,-1.99174,0.113169,-0.887168,2.96372,-0.205158,0.256973,0.705065,-0.661874,1.16249,1.13943,0.918871,-0.0651325,0.276477,0.212508,0.40577,3.50509,0.119848,-4.55756,-4.03948,-2.80744,3.49018,-5.90296,0.335401,-2.62932,-0.0567214,0.0710471,0.194934,-0.182993,0.321403,0.315025,0.254047,-0.0180076,-10.0821,-0.0621084
-182.876,0.942563,0.0448493,7,127,0,195.843,-0.110326,-11.2383,0.381234,-0.280936,-0.539401,-0.446333,0.200472,-1.60457,-0.757639,0.347341,6.35843,-0.298223,0.668443,0.97438,-0.579325,-0.373716,0.557414,-0.465462,-0.957882,0.172666,0.198385,0.286696,1.78356,2.42405,-1.78631,-3.42975,-2.83798,1.27469,-10.2026,-4.8174,2.20855,-0.051493,0.115417,0.168242,-0.10003,-0.0645279,0.0962462,-0.0803693,-0.165393,-12.1011,-0.110326
-185.087,0.665913,0.0448493,7,127,0,193.704,-0.172159,-13.2504,0.25758,-0.726212,-1.1681,-0.814484,0.547591,-1.80013,-1.17921,-0.30423,3.96866,-0.480213,0.625494,1.14883,-1.14804,1.36762,1.86012,0.80662,-0.00695322,0.134702,0.25255,0.387847,3.81594,1.02225,-2.88209,-4.63578,-3.23241,2.1732,-7.14411,-4.67987,-1.20739,-0.0646856,0.0842553,0.15475,-0.154644,0.184221,0.250561,0.108653,-0.000936612,-10.4697,-0.172159
-181.22,0.852337,0.0448493,6,63,0,194.558,-0.191358,-11.4364,-0.0369064,-1.15678,-0.673908,-0.753361,0.446412,-0.412736,-0.852416,-0.486225,6.05545,-0.284334,0.374676,1.03981,-0.29859,-0.131166,1.43023,-0.664032,-0.554863,0.197614,0.156964,0.342667,1.99781,-0.223485,-7.00482,-4.08082,-4.56194,2.70323,-2.4993,-5.16177,-2.94431,-0.0561883,0.074041,0.205481,-0.0590054,-0.0259201,0.282632,-0.131222,-0.109648,-11.8816,-0.191358
-186.321,0.94026,0.0448493,6,63,0,193.278,-0.0976757,-12.8073,2.0394,-1.16803,-1.14397,-0.746913,0.605844,-1.48714,-0.912597,-0.606109,3.32807,-0.298528,0.456077,0.788188,-0.926064,1.31861,0.388955,-0.220816,0.604153,0.16859,0.301383,0.324578,2.39792,6.78728,-3.8873,-3.80723,-2.48578,2.01629,-4.9493,-3.03719,-2.01718,-0.0503289,0.0768901,0.132881,-0.156125,0.222304,0.065574,-0.0372274,0.101854,-10.4987,-0.0976757
-188.234,0.889833,0.0448493,6,127,0,197.499,-0.199329,-9.03174,1.01966,-1.87911,-1.02133,-1.3417,0.365782,-0.567337,0.292519,0.570631,2.88411,-0.383647,0.665415,1.51205,0.1037,0.453471,0.867268,-0.0400646,-0.331284,0.1196,0.273469,0.327416,2.03047,2.94083,-5.41956,-2.94564,-3.86963,1.05496,-1.63626,0.843658,1.64576,-0.0458843,0.0795838,0.180842,0.0124025,0.0542353,0.103725,-0.00479174,-0.0396217,-10.4318,-0.199329
-184.946,0.985782,0.0448493,7,127,0,192.889,-0.133784,-10.1125,-0.401086,-1.58299,-1.27492,-1.13282,0.635732,-1.48482,-1.47337,0.457087,2.59896,-0.290685,0.594927,0.630942,-0.68623,-0.0490029,0.838289,0.12146,-0.073698,0.199265,0.420161,0.37346,2.70037,-1.04241,-4.11413,-3.31347,-2.94415,1.65224,-3.859,-3.82924,1.18795,-0.0579233,0.118548,0.125724,-0.136741,-0.00976456,0.167041,0.0242028,-0.0146854,-10.1013,-0.133784
-193.191,0.917789,0.0448493,7,127,0,200.494,-0.129919,-3.42901,-1.61221,-1.33861,-0.989043,-1.04827,1.26342,-1.6913,1.07364,0.119146,2.69568,-0.55581,1.02157,1.47617,-0.155455,-0.824262,1.56824,0.842056,0.0523802,0.0840284,0.250985,0.383992,2.64181,-4.34599,-3.60847,-2.66614,-2.82581,3.40578,-4.5592,2.89418,0.32118,-0.0467038,0.0858407,0.124041,-0.0130626,-0.0692614,0.131777,0.0707567,0.00440143,-10.1545,-0.129919
-186.304,0.992895,0.0448493,6,127,0,202.593,-0.115728,-9.27108,0.622826,-1.09164,-0.924938,-1.09232,0.945956,-2.33263,-1.59297,0.178051,3.66008,-0.289463,0.379824,0.459908,-0.666424,0.433979,1.70022,-0.382798,-1.93932,0.211188,0.3137,0.369803,2.62582,2.27959,-3.9955,-3.38535,-3.99796,3.46228,-8.53761,-5.8304,0.651682,-0.0611311,0.0802144,0.0971272,-0.140741,0.0916513,0.359066,-0.0808425,-0.409561,-10.5852,-0.115728
-188.715,0.886056,0.0448493,7,127,0,201.877,-0.15697,-8.62986,0.0583292,-2.09406,-1.84663,-1.05324,1.35323,-0.875695,-0.109068,0.992061,1.68255,-0.144735,0.482463,0.479012,-0.438278,0.304896,0.595835,1.50768,0.467838,0.179442,0.325534,0.337194,2.36631,0.098142,-3.52336,-3.10705,-1.77212,2.27688,-1.4734,-0.183512,1.66919,-0.0259715,0.0865744,0.0859551,-0.0786456,0.0547112,0.106918,0.270542,0.08395,-9.86201,-0.15697
-186.141,0.995813,0.0448493,7,127,0,195.961,-0.105921,-12.0738,0.598784,-0.941616,-1.03127,-1.15861,0.426724,-1.75029,-2.4266,0.435069,3.11244,-0.164527,0.221902,0.486838,-0.335734,-0.113497,1.00561,-0.792946,-1.18361,0.370745,0.161521,0.377607,3.01802,1.86368,-2.93073,-3.20978,-3.60611,1.32815,-5.44767,-7.55265,1.35413,-0.0609976,0.0822691,0.180493,-0.124472,-0.0420784,0.372824,-0.293981,-0.438817,-10.2507,-0.105921
-185.93,0.940061,0.0448493,5,31,0,198.676,-0.0580159,-12.5908,-0.327412,-1.67494,-1.6085,-1.39627,0.708644,-1.65099,-1.01653,0.319256,3.13547,-0.224258,0.438706,0.755451,-0.4067,1.02904,1.05321,-0.0724245,-0.585078,0.205956,0.140335,0.395445,3.46767,-1.02659,-5.25174,-5.0434,-4.37795,2.22193,-5.17662,-3.1873,1.00102,-0.0461873,0.0903541,0.15559,-0.0837624,0.211936,0.216914,-0.0149163,-0.1205,-10.1594,-0.0580159
-189.12,0.798091,0.0448493,6,127,0,200.605,-0.133037,-8.83298,1.00554,-0.51487,-0.95894,-0.241977,0.876343,-0.811546,-0.115259,1.53332,2.85615,-0.135858,0.78826,0.891978,-1.02434,1.1142,1.61722,0.916542,-1.30424,0.133325,0.357761,0.417391,3.13898,2.87196,-1.47055,-2.73888,-0.691122,2.50297,-2.3179,-0.329197,4.3794,-0.0181132,0.105094,0.118923,-0.13657,0.14855,0.215615,0.122198,-0.173887,-10.1031,-0.133037
