# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = model_1e3f34120881_model
# start_datetime = 2023-06-14 15:09:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpppH5Sj/standata-1e3f22e6d60e.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpppH5Sj/model_1b356bfbbe320425ea75164cb3772806-202306141209-1-12dd5f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpppH5Sj/model_1b356bfbbe320425ea75164cb3772806-profile-202306141209-1-940e17.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,sigma,nu,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.563974
# Diagonal elements of inverse mass matrix:
# 0.0971079, 0.0718836, 0.641673
-17.7168,1,0.563974,2,3,0,18.3233,-0.179474,0.543363,13.9033,-6.55552,-0.179474
-16.9106,1,0.563974,3,7,0,19.6017,0.300523,0.96842,11.4808,-6.54671,0.300523
-20.5009,0.766102,0.563974,3,7,0,23.4221,-0.858912,1.06702,8.89364,-6.70198,-0.858912
-22.6784,0.916426,0.563974,2,7,0,24.015,-1.14748,1.00309,15.5049,-6.86743,-1.14748
-17.8446,1,0.563974,2,7,0,23.2626,0.195858,1.17527,8.65124,-6.59243,0.195858
-16.9281,0.991801,0.563974,3,7,0,18.4764,-0.0742045,0.614418,38.1513,-7.97001,-0.0742045
-17.7128,0.816534,0.563974,3,7,0,19.7483,0.0541218,1.08729,7.12428,-6.61934,0.0541218
-18.5685,0.970368,0.563974,2,7,0,19.0286,0.141254,1.3446,8.44599,-6.63939,0.141254
-17.1075,0.985764,0.563974,3,7,0,19.0946,-0.403154,0.778335,19.6636,-6.84494,-0.403154
-18.1265,0.954286,0.563974,2,3,0,18.3784,-0.53791,0.783588,26.8889,-7.27683,-0.53791
-18.433,0.735882,0.563974,3,7,0,21.3001,-0.624885,0.861083,23.7853,-7.11794,-0.624885
-17.5877,1,0.563974,3,7,0,18.7632,-0.494208,0.863099,15.8904,-6.70911,-0.494208
-18.7485,0.967276,0.563974,3,7,0,19.4328,0.591079,0.703911,10.7808,-6.50319,0.591079
-16.0186,1,0.563974,2,3,0,18.9586,-0.109895,0.693393,20.0555,-6.81722,-0.109895
-17.7486,0.903701,0.563974,2,7,0,18.5219,-0.396827,1.07863,41.11,-8.30798,-0.396827
-20.2332,0.520544,0.563974,2,3,0,24.7985,-0.427759,0.591854,49.5451,-8.88605,-0.427759
-15.9329,0.748119,0.563974,2,3,0,23.3667,0.0942449,0.684797,17.5986,-6.68765,0.0942449
-15.9468,0.995714,0.563974,3,7,0,16.1625,-0.0797399,0.865725,27.1303,-7.24778,-0.0797399
-16.8578,0.825434,0.563974,2,7,0,18.5603,-0.223812,1.03017,13.0945,-6.61812,-0.223812
-16.2829,0.974816,0.563974,2,7,0,18.5085,0.10985,0.898632,12.1556,-6.54765,0.10985
-18.4647,0.886544,0.563974,2,3,0,18.8063,0.400158,1.32466,11.1454,-6.6252,0.400158
-16.412,1,0.563974,3,7,0,18.6983,0.127449,0.725756,38.252,-7.98128,0.127449
-16.4395,0.893389,0.563974,3,7,0,17.9859,0.212124,1.0069,19.9048,-6.84736,0.212124
-15.9168,0.971651,0.563974,3,7,0,17.4921,-0.0968025,0.759701,16.6526,-6.67174,-0.0968025
-18.0478,0.777917,0.563974,2,7,0,19.3886,-0.286147,0.601605,9.30151,-6.51622,-0.286147
-17.0503,0.927664,0.563974,3,7,0,19.5339,0.279239,0.799933,43.2446,-8.36644,0.279239
-17.7816,0.973348,0.563974,3,7,0,19.0836,-0.43182,0.70471,27.5585,-7.28984,-0.43182
-17.0089,1,0.563974,3,7,0,18.25,0.166417,1.04269,10.3677,-6.5544,0.166417
-16.12,1,0.563974,2,3,0,17.1327,0.0521309,0.969296,23.5755,-7.04336,0.0521309
-18.4769,0.854065,0.563974,2,3,0,18.6718,-0.129187,1.1335,60.4089,-9.83356,-0.129187
-21.655,0.990226,0.563974,3,7,0,21.9961,-0.93079,1.25359,6.04048,-6.86362,-0.93079
-18.7775,1,0.563974,2,3,0,22.0106,-0.579689,1.33728,14.8973,-6.79332,-0.579689
-15.7743,0.981383,0.563974,2,5,0,20.1791,0.0701145,0.745591,21.0061,-6.86155,0.0701145
-16.3933,0.889748,0.563974,2,7,0,17.5034,0.210045,0.71801,10.8669,-6.49777,0.210045
-17.3004,0.971113,0.563974,2,3,0,17.4214,0.246509,0.693875,5.92679,-6.6059,0.246509
-16.2919,0.986948,0.563974,2,3,0,17.5854,0.135691,0.72754,10.2268,-6.49792,0.135691
-17.8177,0.863467,0.563974,2,7,0,18.4561,-0.439239,0.923832,9.61657,-6.58634,-0.439239
-16.1597,1,0.563974,2,3,0,17.9827,-0.114804,0.740869,12.959,-6.55178,-0.114804
-17.5517,0.931936,0.563974,3,7,0,19.1052,-0.305384,1.2147,31.1144,-7.60568,-0.305384
-16.1157,0.984696,0.563974,2,3,0,17.8416,-0.183858,0.885689,23.8821,-7.06356,-0.183858
-17.8558,0.856552,0.563974,2,3,0,18.1969,-0.0771864,0.89543,63.5095,-10.0403,-0.0771864
-17.8772,1,0.563974,3,7,0,19.0983,-0.265652,0.9283,6.32672,-6.65329,-0.265652
-15.8083,0.967803,0.563974,3,7,0,19.4079,0.0249695,0.791403,26.7069,-7.20123,0.0249695
-16.0248,0.983613,0.563974,2,3,0,16.0903,-0.0955158,0.894878,27.2971,-7.26488,-0.0955158
-16.2805,0.993372,0.563974,3,7,0,16.3853,-0.252643,0.835296,24.5708,-7.1026,-0.252643
-18.4235,0.873232,0.563974,2,3,0,18.7496,-0.649409,1.03165,16.3182,-6.78556,-0.649409
-16.8691,0.956978,0.563974,2,5,0,19.2624,-0.348144,0.938465,15.3241,-6.68079,-0.348144
-16.5709,0.927425,0.563974,2,3,0,18.0971,-0.318166,0.877903,26.1661,-7.21476,-0.318166
-16.1677,0.993877,0.563974,3,7,0,17.167,0.231664,0.826658,15.8627,-6.63608,0.231664
-16.4048,0.985628,0.563974,3,7,0,16.8377,-0.0398772,0.870476,10.3061,-6.53108,-0.0398772
-16.9277,0.965132,0.563974,2,7,0,17.5894,-0.123939,1.16403,19.4795,-6.8789,-0.123939
-15.9494,0.988005,0.563974,2,7,0,17.4033,-0.110609,0.718406,19.7378,-6.80515,-0.110609
-15.7749,0.991018,0.563974,2,7,0,16.1145,-0.0357607,0.797255,19.4432,-6.79718,-0.0357607
-17.8043,0.895837,0.563974,3,7,0,18.172,0.317992,0.567594,6.6578,-6.54579,0.317992
-18.122,0.910664,0.563974,2,3,0,19.1109,0.323345,0.527165,6.94397,-6.5277,0.323345
-16.559,0.987729,0.563974,2,7,0,19.0876,0.112877,0.931443,10.4368,-6.53423,0.112877
-16.6995,0.924595,0.563974,1,3,0,18.7372,0.26005,1.05592,22.8808,-7.01517,0.26005
-16.277,0.971879,0.563974,3,7,0,17.7432,-0.236252,0.753118,21.7067,-6.92478,-0.236252
-17.4535,0.870552,0.563974,3,7,0,17.9918,0.508389,1.00945,20.1918,-6.86607,0.508389
-16.555,0.904089,0.563974,3,7,0,19.4574,-0.213819,0.765393,36.8362,-7.90833,-0.213819
-15.8394,0.999561,0.563974,2,3,0,16.6477,0.123307,0.807408,19.8436,-6.80985,0.123307
-15.8418,0.996964,0.563974,3,7,0,15.9755,-0.0862412,0.765656,23.9546,-7.03841,-0.0862412
-19.5574,0.735413,0.563974,2,7,0,19.9926,0.735586,1.48697,22.8312,-7.13977,0.735586
-20.7688,0.977093,0.563974,2,3,0,20.918,0.966758,1.42738,36.8115,-8.0702,0.966758
-16.731,0.908304,0.563974,3,7,0,21.8235,-0.159514,1.00776,12.2642,-6.58932,-0.159514
-17.991,0.953952,0.563974,3,7,0,19.0131,0.0236761,0.541893,42.6759,-8.29485,0.0236761
-17.8232,1,0.563974,2,3,0,18.3973,-0.0814071,0.557779,41.8144,-8.23826,-0.0814071
-16.9379,0.664149,0.563974,2,3,0,20.9452,-0.051113,0.553823,18.1202,-6.70225,-0.051113
-17.5237,0.852378,0.563974,3,7,0,18.7445,-0.00603823,1.30946,18.3387,-6.85153,-0.00603823
-18.0325,0.971382,0.563974,2,7,0,19.041,0.350419,1.34781,25.7052,-7.25074,0.350419
-17.4342,0.906108,0.563974,2,3,0,19.4391,0.361025,1.12811,13.3278,-6.61636,0.361025
-17.2122,0.980018,0.563974,3,7,0,18.505,-0.215872,0.613616,31.8653,-7.53465,-0.215872
-16.0382,1,0.563974,2,3,0,17.4372,0.0129519,0.653149,23.5603,-6.99193,0.0129519
-17.9177,0.825681,0.563974,2,3,0,18.3469,-0.0692064,0.504664,23.1747,-6.95757,-0.0692064
-18.3792,0.849133,0.563974,3,7,0,21.4037,0.0226782,0.547262,4.00077,-6.79516,0.0226782
-16.9152,0.960679,0.563974,3,7,0,19.3469,0.0898886,0.741031,49.3935,-8.84366,0.0898886
-16.02,0.956634,0.563974,2,3,0,17.4879,0.0238533,0.882006,14.7383,-6.6145,0.0238533
-16.4371,0.851148,0.563974,2,7,0,19.1009,0.107167,0.59736,19.9843,-6.78684,0.107167
-17.1777,0.917141,0.563974,3,7,0,17.9271,-0.145716,0.730366,6.81244,-6.58137,-0.145716
-15.9984,0.928031,0.563974,3,7,0,21.4243,0.156162,0.829732,15.7178,-6.633,0.156162
-16.4428,0.964792,0.563974,2,3,0,16.6152,0.315491,0.809735,16.3019,-6.64937,0.315491
-15.944,0.999813,0.563974,2,7,0,16.4036,-0.134948,0.75056,20.7513,-6.8635,-0.134948
-16.1531,0.979914,0.563974,2,7,0,16.4402,-0.147327,0.941258,22.6622,-7.00079,-0.147327
-16.0665,0.996137,0.563974,3,7,0,16.3846,0.149995,0.690636,14.9845,-6.58577,0.149995
-16.539,0.933933,0.563974,3,7,0,17.2608,-0.301535,0.927009,19.8938,-6.86852,-0.301535
-16.2474,0.98704,0.563974,3,7,0,17.0998,0.0375899,0.77206,38.6513,-8.02216,0.0375899
-17.3577,0.860035,0.563974,3,7,0,18.3761,-0.240485,0.849008,51.396,-9.04809,-0.240485
-16.2054,1,0.563974,2,3,0,17.4408,-0.111069,0.97641,23.658,-7.06093,-0.111069
-15.8446,1,0.563974,3,7,0,16.2641,-0.0202136,0.713988,24.402,-7.05179,-0.0202136
-17.8603,0.784978,0.563974,2,3,0,19.1474,0.253184,0.536158,23.3407,-6.95623,0.253184
-22.763,0.534168,0.563974,2,3,0,23.0903,0.532624,0.493628,31.4016,-7.46658,0.532624
-18.6483,1,0.563974,3,7,0,23.8167,-0.355046,0.722464,5.47552,-6.68913,-0.355046
-15.98,1,0.563974,3,7,0,18.4402,0.156149,0.867712,23.3939,-7.00955,0.156149
-15.8185,0.961083,0.563974,1,3,0,16.8192,0.0308713,0.709961,22.6102,-6.94508,0.0308713
-18.949,0.730529,0.563974,3,7,0,20.5381,0.335972,1.48879,37.2063,-8.06944,0.335972
-20.0281,0.947643,0.563974,3,7,0,20.999,-0.578969,0.681578,8.22283,-6.58677,-0.578969
-17.825,1,0.563974,3,7,0,20.0372,0.534254,1.09857,27.8326,-7.32935,0.534254
-19.4748,0.78246,0.563974,3,7,0,23.3885,-0.556921,0.738624,7.53516,-6.60982,-0.556921
-19.3461,0.968622,0.563974,3,7,0,21.7331,0.805627,1.26697,19.602,-6.91763,0.805627
-16.2155,0.963519,0.563974,3,7,0,20.5209,-0.0505535,0.995576,20.0857,-6.86635,-0.0505535
-16.3098,0.966659,0.563974,3,7,0,17.1707,0.091363,0.642251,11.5106,-6.49764,0.091363
-16.2198,0.917621,0.563974,2,7,0,17.5804,0.0210687,0.630545,25.7869,-7.12077,0.0210687
-16.0348,0.918444,0.563974,2,3,0,17.3721,0.136726,0.721747,13.6861,-6.55157,0.136726
-19.2332,0.833482,0.563974,2,3,0,19.9054,-0.53365,0.668019,30.2973,-7.4802,-0.53365
-17.0028,1,0.563974,2,3,0,20.6238,0.184509,0.867557,7.35975,-6.56178,0.184509
-22.1692,0.783415,0.563974,2,3,0,22.7827,0.460003,1.48303,2.91534,-7.1878,0.460003
-19.7813,1,0.563974,3,7,0,23.4581,0.181259,0.974364,85.1825,-11.9154,0.181259
-17.0435,1,0.563974,2,3,0,20.7655,0.0802295,0.611887,6.73852,-6.55239,0.0802295
-16.2437,0.979494,0.563974,2,7,0,17.506,-0.0704559,0.915363,13.288,-6.58565,-0.0704559
-16.6827,0.949177,0.563974,2,3,0,17.2298,0.0639872,1.02419,11.872,-6.56951,0.0639872
-16.2616,0.99945,0.563974,3,7,0,16.9271,0.0788276,0.619677,22.742,-6.93743,0.0788276
-17.2161,0.904913,0.563974,3,7,0,17.5469,0.32674,1.15558,24.1017,-7.10725,0.32674
-16.883,0.924004,0.563974,3,7,0,18.9157,0.156778,0.560121,15.6249,-6.59069,0.156778
-16.3293,0.980703,0.563974,2,3,0,17.2378,-0.124476,0.73766,11.3386,-6.52368,-0.124476
-17.6808,0.888148,0.563974,2,3,0,18.2778,-0.0566299,0.511019,11.824,-6.49514,-0.0566299
-16.232,0.903689,0.563974,2,3,0,18.7442,0.12293,0.685247,11.2467,-6.4991,0.12293
-16.4668,0.976899,0.563974,3,7,0,16.9055,-0.0296264,0.951909,11.5899,-6.5565,-0.0296264
-16.0539,0.985819,0.563974,3,7,0,17.4502,-0.0806587,0.794992,32.986,-7.62591,-0.0806587
-15.7788,0.879218,0.563974,2,3,0,17.4983,0.073268,0.781807,23.4183,-6.99964,0.073268
-16.3352,0.958474,0.563974,2,3,0,16.4448,0.0952206,1.02652,21.3718,-6.93062,0.0952206
-16.5561,0.992762,0.563974,2,7,0,16.722,0.257372,1.01409,20.6957,-6.88832,0.257372
-17.6324,0.924234,0.563974,2,3,0,18.7085,-0.198502,0.659655,50.1555,-8.91433,-0.198502
-16.538,0.93605,0.563974,2,3,0,18.6571,-0.287302,0.744578,22.701,-6.98412,-0.287302
-17.0108,0.980211,0.563974,3,7,0,17.7341,-0.153226,1.1527,29.7539,-7.48285,-0.153226
-17.9123,0.94815,0.563974,3,7,0,19.1892,0.530897,1.07991,13.0356,-6.60393,0.530897
-18.1453,0.980351,0.563974,3,7,0,19.3388,0.204614,1.27575,43.3033,-8.47124,0.204614
-17.3999,0.977525,0.563974,2,3,0,18.6746,0.307851,1.21579,24.1593,-7.12472,0.307851
-17.3999,0.85415,0.563974,2,7,0,20.6659,0.307851,1.21579,24.1593,-7.12472,0.307851
-20.1747,0.869449,0.563974,2,3,0,20.5498,0.747714,1.17596,6.29603,-6.69497,0.747714
-22.8666,0.937019,0.563974,2,3,0,23.7692,0.903638,1.36471,3.33683,-7.09825,0.903638
-23.6384,0.89,0.563974,2,7,0,24.981,0.825097,1.78589,3.48524,-7.18506,0.825097
-22.9522,1,0.563974,2,3,0,24.1057,0.760071,1.8986,4.84848,-7.02201,0.760071
-19.8851,0.96958,0.563974,3,7,0,25.0365,0.855916,1.12974,34.7604,-7.83365,0.855916
-18.167,0.948248,0.563974,2,3,0,20.6771,0.266051,1.41898,19.9646,-6.94832,0.266051
-17.6105,0.977802,0.563974,3,7,0,19.3452,0.310255,1.18029,36.1175,-7.91001,0.310255
-18.0037,0.88994,0.563974,2,7,0,20.6947,-0.495646,0.916136,10.3994,-6.59387,-0.495646
-16.6642,0.849483,0.563974,1,3,0,20.2176,-0.07406,1.04575,13.3643,-6.61378,-0.07406
-17.0691,0.982383,0.563974,3,7,0,17.7918,0.179047,0.56439,9.33267,-6.47669,0.179047
-16.2737,0.947195,0.563974,2,7,0,17.928,-0.197218,0.836957,14.4264,-6.61483,-0.197218
-16.4885,0.977861,0.563974,1,1,0,16.4982,-0.242048,0.822706,13.322,-6.5865,-0.242048
-16.2576,0.976617,0.563974,3,7,0,17.4667,0.00259738,1.01456,22.8478,-7.01392,0.00259738
-15.8892,0.989823,0.563974,3,7,0,16.8171,0.0789267,0.690375,18.6811,-6.7377,0.0789267
-16.0426,0.972712,0.563974,3,7,0,16.2863,0.20311,0.738481,19.7217,-6.79049,0.20311
-16.6844,0.9414,0.563974,3,7,0,17.2657,0.266552,1.04654,22.977,-7.01856,0.266552
-16.09,0.987417,0.563974,3,7,0,17.3807,-0.19368,0.853918,22.1373,-6.96029,-0.19368
-18.4847,0.80578,0.563974,3,7,0,19.0662,0.460195,1.41,21.2655,-7.01545,0.460195
-21.1434,0.88311,0.563974,2,3,0,21.7509,0.930854,1.03716,6.66649,-6.66482,0.930854
-19.0088,0.91428,0.563974,3,7,0,22.717,0.659643,0.770524,11.1669,-6.52152,0.659643
-15.9367,1,0.563974,2,3,0,18.8976,0.167769,0.767757,17.7624,-6.70462,0.167769
-16.0374,0.899363,0.563974,3,7,0,17.3098,0.125151,0.743963,30.2021,-7.41543,0.125151
-16.6519,0.92596,0.563974,3,7,0,17.2513,-0.166188,0.983207,12.4106,-6.58779,-0.166188
-17.8165,0.94451,0.563974,2,3,0,17.9335,-0.304263,0.956248,7.14048,-6.62377,-0.304263
-18.7806,0.934644,0.563974,2,7,0,20.0264,-0.472896,1.45542,17.3389,-6.89943,-0.472896
-15.88,0.996973,0.563974,3,7,0,19.6243,-0.110498,0.794886,24.36,-7.06893,-0.110498
-17.627,0.823315,0.563974,3,7,0,18.8867,0.0977738,0.778612,4.69444,-6.73276,0.0977738
-17.7861,0.993527,0.563974,2,7,0,17.9717,0.00481241,0.815808,4.59535,-6.75522,0.00481241
-17.7999,0.893189,0.563974,3,7,0,20.1192,-0.263385,0.663405,7.21793,-6.56689,-0.263385
-18.4291,0.969122,0.563974,3,7,0,19.368,0.283374,1.19055,52.167,-9.14972,0.283374
-19.1797,0.988681,0.563974,3,7,0,20.6437,0.607067,1.09543,50.0124,-8.96476,0.607067
-17.046,0.948984,0.563974,3,7,0,20.4341,-0.184705,0.605443,12.8243,-6.53641,-0.184705
-16.4639,0.901212,0.563974,3,7,0,18.1366,-0.157405,0.641719,17.3207,-6.6875,-0.157405
-15.9846,1,0.563974,2,3,0,16.4599,0.194205,0.799474,21.6775,-6.9014,0.194205
-15.8038,0.988501,0.563974,3,7,0,16.4566,-0.0065253,0.763054,16.7187,-6.66819,-0.0065253
-15.9936,0.948306,0.563974,2,7,0,16.7488,-0.0645234,0.747513,31.0292,-7.48254,-0.0645234
-16.0366,0.899559,0.563974,3,7,0,17.2296,0.199125,0.791805,24.7945,-7.07739,0.199125
-16.6137,0.914155,0.563974,3,7,0,17.7879,-0.231148,0.702107,31.4134,-7.51757,-0.231148
-17.7221,0.792723,0.563974,2,7,0,19.4882,0.155376,1.05702,6.86651,-6.61968,0.155376
-15.9495,0.939648,0.563974,3,7,0,20.1492,0.106282,0.867406,26.4859,-7.19636,0.106282
-15.9858,0.999562,0.563974,2,3,0,16.0188,0.137286,0.88148,24.5072,-7.07748,0.137286
-16.0446,0.973143,0.563974,3,7,0,16.5111,-0.0520017,0.676202,15.4116,-6.60909,-0.0520017
-18.5194,0.621455,0.563974,3,7,0,20.9825,-0.328855,1.47861,22.5464,-7.14308,-0.328855
-20.5683,0.912891,0.563974,2,3,0,21.3774,-0.223783,1.96963,16.1056,-6.97826,-0.223783
-17.0635,0.999017,0.563974,3,7,0,21.5609,-0.397205,0.95226,30.1827,-7.49834,-0.397205
-16.7903,0.887675,0.563974,3,7,0,19.0592,0.210071,0.791439,7.92171,-6.53084,0.210071
-16.085,0.977747,0.563974,2,7,0,17.504,-0.199207,0.821091,21.8447,-6.93926,-0.199207
-16.085,0.7042,0.563974,2,7,0,19.6,-0.199207,0.821091,21.8447,-6.93926,-0.199207
-16.4245,0.981355,0.563974,2,7,0,16.763,-0.245172,0.933722,27.7488,-7.31573,-0.245172
-16.4935,0.974472,0.563974,3,7,0,17.7187,0.0131081,0.682678,8.78078,-6.50507,0.0131081
-17.1323,0.960917,0.563974,3,7,0,17.739,0.062159,1.03336,8.79113,-6.56386,0.062159
-17.9011,0.978488,0.563974,2,7,0,18.7816,0.312956,0.533657,9.67383,-6.46982,0.312956
-17.7448,1,0.563974,3,7,0,18.4452,-0.311731,1.29324,19.274,-6.92074,-0.311731
-16.1187,1,0.563974,2,3,0,17.8296,-0.116827,0.861872,31.7657,-7.55603,-0.116827
-16.4678,0.942698,0.563974,2,7,0,17.2648,0.235241,0.657848,22.6047,-6.93009,0.235241
-16.3233,1,0.563974,2,3,0,16.8785,-0.0255661,0.608981,17.5957,-6.68406,-0.0255661
-16.3233,0.57592,0.563974,2,7,0,21.1728,-0.0255661,0.608981,17.5957,-6.68406,-0.0255661
-18.7754,0.722915,0.563974,3,7,0,19.2708,0.474556,1.33993,10.5645,-6.62678,0.474556
-18.8063,0.976631,0.563974,2,7,0,19.2178,0.542217,1.38503,14.1441,-6.70787,0.542217
-17.3435,0.972491,0.563974,3,7,0,18.9762,-0.281935,0.650893,34.3664,-7.72174,-0.281935
-17.0205,0.873416,0.563974,3,7,0,19.6281,0.436603,0.939244,21.5064,-6.91792,0.436603
-18.6973,0.967128,0.563974,3,7,0,19.0292,0.453069,1.05124,55.0557,-9.35595,0.453069
-18.6973,0.571999,0.563974,1,1,0,20.3328,0.453069,1.05124,55.0557,-9.35595,0.453069
-16.6338,0.964293,0.563974,3,7,0,20.027,-0.080886,0.611073,11.9062,-6.51011,-0.080886
-16.4677,0.976576,0.563974,3,7,0,17.6228,0.208221,0.633382,14.5783,-6.56323,0.208221
-16.4242,0.908105,0.563974,3,7,0,18.0752,-0.139437,0.96292,13.9372,-6.61788,-0.139437
-16.0049,0.997629,0.563974,3,7,0,16.5623,0.0349573,0.653178,20.6773,-6.83287,0.0349573
-16.0552,0.829002,0.563974,1,3,0,18.0018,0.0138526,0.882669,14.1437,-6.59693,0.0138526
-16.4899,0.978861,0.563974,2,3,0,16.5622,-0.0431763,1.00223,13.2989,-6.6008,-0.0431763
-17.6676,0.94249,0.563974,2,3,0,18.112,0.159863,1.16309,44.2443,-8.51781,0.159863
-17.2307,0.96361,0.563974,3,7,0,18.5254,0.264652,0.572395,10.8154,-6.47704,0.264652
-16.5957,0.921037,0.563974,2,3,0,18.206,-0.118439,0.9169,10.4694,-6.54649,-0.118439
-16.5585,0.988087,0.563974,3,7,0,17.6412,0.172964,0.599568,16.5416,-6.62968,0.172964
-16.9792,0.994539,0.563974,3,7,0,17.6812,0.181697,0.574323,9.60293,-6.47629,0.181697
-16.3718,0.967346,0.563974,2,7,0,17.9649,-0.248391,0.738258,20.2702,-6.84869,-0.248391
-20.2623,0.781189,0.563974,2,7,0,21.3961,-0.658136,0.98763,5.28545,-6.80231,-0.658136
-17.6364,0.967362,0.563974,2,7,0,22.5637,0.354662,1.04265,8.81947,-6.55972,0.354662
-16.2344,1,0.563974,2,3,0,17.6125,0.235416,0.898066,17.7869,-6.72659,0.235416
-18.2621,0.865214,0.563974,3,7,0,19.1112,-0.40839,0.814416,6.95367,-6.62014,-0.40839
-17.0123,0.976034,0.563974,2,5,0,18.7144,0.3933,0.982133,28.4333,-7.33872,0.3933
-17.114,0.87927,0.563974,2,7,0,19.0265,0.237649,0.737096,6.53679,-6.57547,0.237649
-17.2199,0.990857,0.563974,3,7,0,17.8034,-0.0712037,0.577916,8.38847,-6.50364,-0.0712037
-17.2316,0.973832,0.563974,2,3,0,18.2304,0.263581,0.601707,7.82346,-6.5053,0.263581
-18.2426,0.448182,0.563974,2,3,0,24.0383,-0.399733,0.692738,8.73605,-6.54994,-0.399733
-17.9232,0.956753,0.563974,3,7,0,19.6986,0.593721,1.02716,22.7594,-7.01132,0.593721
-19.4798,0.906106,0.563974,2,3,0,19.9045,0.739392,1.02772,41.259,-8.27781,0.739392
-18.913,1,0.563974,2,3,0,20.2646,0.7527,1.13108,18.4893,-6.82718,0.7527
-17.4474,0.998814,0.563974,2,3,0,19.2965,0.399457,1.14292,16.1448,-6.71032,0.399457
-16.352,0.938965,0.563974,3,7,0,19.296,-0.231424,0.923862,17.8568,-6.76392,-0.231424
-16.4857,0.983083,0.563974,3,7,0,17.164,-0.0133898,0.763207,8.64364,-6.52087,-0.0133898
-17.0304,0.929811,0.563974,2,3,0,18.1334,0.358805,0.722388,29.6443,-7.37213,0.358805
-17.1447,0.895242,0.563974,3,7,0,18.9373,-0.358489,0.936431,12.0885,-6.59543,-0.358489
-16.3493,0.855808,0.563974,3,7,0,19.7301,0.234736,0.725843,12.3592,-6.51909,0.234736
-16.3255,0.994929,0.563974,3,7,0,17.0323,-0.230155,0.914259,26.796,-7.25003,-0.230155
-16.3835,0.890673,0.563974,3,7,0,19.835,-0.0252193,0.610448,25.135,-7.08154,-0.0252193
-17.5344,0.890898,0.563974,3,7,0,17.9345,-0.238562,0.60364,33.6611,-7.66066,-0.238562
-17.7983,0.87383,0.563974,3,7,0,20.0498,0.468674,0.990381,9.498,-6.54542,0.468674
-17.7326,0.99487,0.563974,3,7,0,18.7199,-0.43375,0.787427,38.7552,-8.08163,-0.43375
-16.8562,0.80887,0.563974,2,3,0,19.8131,-0.249223,0.647193,18.8117,-6.76449,-0.249223
-17.5931,0.961502,0.563974,2,3,0,18.0197,-0.298758,0.627103,12.3089,-6.54165,-0.298758
-17.4527,0.99706,0.563974,3,7,0,18.1224,0.446505,1.09057,28.0273,-7.33654,0.446505
-15.858,0.978649,0.563974,3,7,0,17.7945,0.107204,0.778279,16.4309,-6.65317,0.107204
-18.2913,0.765548,0.563974,3,7,0,20.8054,-0.0596692,0.9456,4.45309,-6.80033,-0.0596692
-17.1836,0.990518,0.563974,3,7,0,19.3431,-0.24232,0.641798,11.3513,-6.52208,-0.24232
-18.057,0.956146,0.563974,2,3,0,19.4822,0.351192,0.773462,53.336,-9.16177,0.351192
-15.8166,1,0.563974,3,7,0,17.9695,-0.0463533,0.738154,23.9632,-7.03154,-0.0463533
-16.7831,0.897023,0.563974,3,7,0,17.8138,0.0376623,0.793335,7.19768,-6.56106,0.0376623
-16.7149,1,0.563974,2,3,0,16.8558,0.0332021,0.753114,7.32591,-6.55005,0.0332021
-16.1541,0.985423,0.563974,2,7,0,17.6068,-0.156787,0.928597,24.723,-7.11832,-0.156787
-16.2569,0.858856,0.563974,3,7,0,18.5585,0.150128,0.665063,12.3187,-6.51147,0.150128
-15.9523,0.993305,0.563974,3,7,0,16.4932,-0.11335,0.718178,21.7764,-6.91092,-0.11335
-16.4306,0.75106,0.563974,2,7,0,19.4477,0.122971,1.01729,15.9895,-6.6795,0.122971
-16.1444,0.979659,0.563974,3,7,0,17.3056,-0.0835807,0.656524,23.9702,-7.02299,-0.0835807
-16.6356,0.92516,0.563974,3,7,0,17.2281,0.173499,1.08227,20.2767,-6.88279,0.173499
-17.1599,0.977553,0.563974,2,3,0,17.3452,0.0416212,1.22711,18.3867,-6.83034,0.0416212
