# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = model_1e3f34120881_model
# start_datetime = 2023-06-14 15:09:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpppH5Sj/standata-1e3f22e6d60e.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpppH5Sj/model_1b356bfbbe320425ea75164cb3772806-202306141209-1-12dd5f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpppH5Sj/model_1b356bfbbe320425ea75164cb3772806-profile-202306141209-1-940e17.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,sigma,nu,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.563974
# Diagonal elements of inverse mass matrix:
# 0.0971079, 0.0718836, 0.641673
-18.9999,0.977016,0.563974,3,7,0,21.1489,-0.630915,1.2439,39.4383,-8.25974,-0.630915
-18.2326,1,0.563974,2,3,0,19.2342,-0.603669,1.14917,26.1823,-7.31623,-0.603669
-18.3916,0.826566,0.563974,3,7,0,20.8872,0.501953,0.687242,6.87804,-6.55526,0.501953
-17.1859,1,0.563974,2,3,0,18.5321,0.313042,0.649524,8.30443,-6.49987,0.313042
-19.0384,0.694422,0.563974,2,3,0,21.8794,0.24837,0.473169,21.2798,-6.83594,0.24837
-19.661,0.742963,0.563974,3,7,0,21.7755,-0.25185,1.76577,19.3009,-7.05151,-0.25185
-16.4538,0.964697,0.563974,3,7,0,20.4525,0.0575535,0.590972,21.2961,-6.85595,0.0575535
-18.5204,0.822122,0.563974,2,3,0,18.8058,0.157394,0.509871,35.9781,-7.7863,0.157394
-16.6492,0.711321,0.563974,2,3,0,20.9051,0.362245,0.782277,19.5535,-6.78853,0.362245
-16.505,0.778116,0.563974,2,3,0,19.5477,0.29651,0.918919,15.9097,-6.65384,0.29651
-15.8882,0.996297,0.563974,2,5,0,16.4674,0.127383,0.848355,21.156,-6.88388,0.127383
-16.1842,0.974911,0.563974,2,7,0,16.4051,-0.212147,0.876861,24.7031,-7.11324,-0.212147
-16.28,0.973961,0.563974,3,7,0,16.9459,0.159026,0.976538,17.9451,-6.75022,0.159026
-16.4499,0.993632,0.563974,3,7,0,16.8845,-0.0967811,0.615964,23.4736,-6.98996,-0.0967811
-16.4499,0.806764,0.563974,2,7,0,20.3307,-0.0967811,0.615964,23.4736,-6.98996,-0.0967811
-20.282,0.750466,0.563974,3,7,0,20.8737,0.428809,0.808839,2.35848,-7.18989,0.428809
-19.1311,0.993811,0.563974,2,3,0,20.6056,0.411949,0.682543,3.17853,-6.95355,0.411949
-20.0481,0.93602,0.563974,3,7,0,22.5092,0.0247578,0.406967,13.6055,-6.51742,0.0247578
-17.2418,0.901149,0.563974,2,3,0,21.1903,0.306582,0.897168,7.92844,-6.54815,0.306582
-16.1629,0.987373,0.563974,3,7,0,17.7117,-0.154467,0.765871,31.4845,-7.52416,-0.154467
-15.9988,0.869522,0.563974,3,7,0,18.0083,0.163912,0.755133,15.135,-6.60007,0.163912
-17.4154,0.905562,0.563974,3,7,0,18.3434,0.36411,1.16898,16.8075,-6.74175,0.36411
-20.8261,0.869243,0.563974,2,3,0,21.0657,0.912364,1.10135,7.29437,-6.649,0.912364
-17.2231,0.846453,0.563974,3,7,0,23.491,0.251295,0.7,6.25772,-6.5855,0.251295
-17.4712,0.988841,0.563974,1,1,0,17.4868,0.276594,0.712765,5.62412,-6.63057,0.276594
-17.8648,0.918473,0.563974,2,7,0,19.7692,0.521472,1.17119,22.6194,-7.03126,0.521472
-19.5886,0.972098,0.563974,2,7,0,19.8202,0.437312,1.66153,14.8842,-6.80653,0.437312
-19.3783,1,0.563974,1,1,0,19.6692,0.468069,1.59601,14.9863,-6.79097,0.468069
-16.968,0.990484,0.563974,2,7,0,19.6134,0.0880951,1.18628,22.7568,-7.04203,0.0880951
-16.4189,0.999882,0.563974,3,7,0,17.3516,0.30992,0.876873,18.8546,-6.77079,0.30992
-17.5024,0.928109,0.563974,3,7,0,18.6767,0.0387286,0.811273,5.11016,-6.69775,0.0387286
-16.6467,0.92453,0.563974,2,7,0,19.9823,0.258516,0.667138,11.1132,-6.49198,0.258516
-16.371,1,0.563974,3,7,0,16.7256,0.203544,0.655489,13.6255,-6.53861,0.203544
-17.7387,0.940313,0.563974,3,7,0,18.8513,0.100789,1.3238,31.1297,-7.59943,0.100789
-16.3652,0.988384,0.563974,3,7,0,18.343,0.182383,0.643447,23.5625,-6.98345,0.182383
-16.0198,0.981534,0.563974,2,3,0,16.6327,0.0903659,0.694186,27.9004,-7.25853,0.0903659
-16.196,0.989887,0.563974,2,3,0,16.3301,0.00940983,0.693393,34.3592,-7.70037,0.00940983
-16.9527,0.685736,0.563974,3,7,0,20.9753,0.156391,0.934319,8.28573,-6.54894,0.156391
-15.8453,0.996025,0.563974,2,7,0,16.8816,-0.076745,0.764263,25.1897,-7.11066,-0.076745
-16.3275,0.941012,0.563974,3,7,0,17.3142,-0.0862933,1.00341,17.2211,-6.73813,-0.0862933
-17.8988,0.95577,0.563974,3,7,0,18.0848,0.503788,0.737368,26.3051,-7.16404,0.503788
-17.3761,1,0.563974,2,3,0,17.9401,0.438883,0.742589,26.6853,-7.18614,0.438883
-19.743,0.905252,0.563974,2,3,0,20.7108,0.404881,0.750948,71.5086,-10.6832,0.404881
-22.3934,0.49705,0.563974,3,7,0,27.0359,0.333041,2.17203,7.45272,-6.92736,0.333041
-16.3884,0.994402,0.563974,3,7,0,23.2159,0.166646,0.621687,19.6232,-6.77,0.166646
-16.2755,0.782213,0.563974,2,3,0,20.3806,0.0182827,0.617512,14.6524,-6.57104,0.0182827
-18.1558,0.786989,0.563974,3,7,0,18.821,0.543321,0.723493,12.7117,-6.53171,0.543321
-18.6176,0.989576,0.563974,3,7,0,20.1315,0.289083,1.1812,6.21865,-6.67956,0.289083
-17.0604,0.997157,0.563974,2,7,0,19.0738,-0.0232104,1.16969,14.524,-6.67026,-0.0232104
-16.8794,0.956512,0.563974,3,7,0,19.5,0.151688,0.605886,32.6123,-7.55936,0.151688
-15.8404,1,0.563974,2,3,0,16.856,0.067714,0.732392,16.2806,-6.64194,0.067714
-15.9926,0.99146,0.563974,2,3,0,16.0101,0.0796389,0.757669,12.8768,-6.53943,0.0796389
-16.495,0.938422,0.563974,3,7,0,17.119,-0.199954,0.917997,34.836,-7.78905,-0.199954
-18.2785,0.8738,0.563974,3,7,0,19.3339,-0.447217,1.35744,22.9558,-7.14987,-0.447217
-18.8194,0.876793,0.563974,3,7,0,21.1715,0.482339,0.586237,6.0901,-6.58391,0.482339
-20.7277,0.913835,0.563974,2,3,0,21.8631,0.0148058,0.378442,7.12889,-6.5143,0.0148058
-17.7916,1,0.563974,2,3,0,20.5813,0.283146,0.547419,6.62328,-6.54517,0.283146
-17.3598,0.976151,0.563974,3,7,0,18.8862,-0.0597658,1.24526,30.7419,-7.56293,-0.0597658
-16.5535,0.999498,0.563974,3,7,0,17.8178,0.307401,0.726536,14.123,-6.56172,0.307401
-16.3785,0.933447,0.563974,2,7,0,18.2846,-0.0491437,0.665816,10.7228,-6.5013,-0.0491437
-16.1226,0.930728,0.563974,3,7,0,17.633,0.237225,0.782774,22.285,-6.93101,0.237225
-16.1078,0.982253,0.563974,2,7,0,16.6546,0.107781,0.926101,27.7017,-7.28376,0.107781
-17.3683,0.913384,0.563974,2,5,0,17.5553,-0.156307,0.602973,8.42821,-6.51343,-0.156307
-16.4981,0.983131,0.563974,3,7,0,18.4983,-0.0234068,0.672207,38.8406,-8.02504,-0.0234068
-16.1676,0.982053,0.563974,2,3,0,16.871,0.106529,0.664299,27.8925,-7.2531,0.106529
-16.4039,0.989856,0.563974,3,7,0,16.7284,-0.0922646,1.00183,15.3242,-6.66532,-0.0922646
-16.796,0.953266,0.563974,2,3,0,17.8682,-0.192979,0.627005,26.7054,-7.19463,-0.192979
-18.5438,0.874972,0.563974,2,3,0,19.6479,-0.0149567,0.612889,65.3366,-10.146,-0.0149567
-16.0213,1,0.563974,2,3,0,18.4021,-0.0777448,0.706249,14.9687,-6.60027,-0.0777448
-17.2346,0.877444,0.563974,2,3,0,17.5928,-0.110226,0.550097,14.41,-6.56466,-0.110226
-16.0706,0.997811,0.563974,2,7,0,17.8672,-0.0104882,0.958423,21.4169,-6.92511,-0.0104882
-16.5126,0.894949,0.563974,2,3,0,18.0815,0.219186,0.876828,36.0932,-7.84598,0.219186
-18.4427,0.813012,0.563974,2,3,0,19.354,0.224629,0.695361,64.3197,-10.0613,0.224629
-19.314,0.71869,0.563974,1,1,0,19.93,0.219977,0.74123,79.0872,-11.3383,0.219977
-17.3806,1,0.563974,2,3,0,21.0265,-0.15003,0.638676,7.0804,-6.55693,-0.15003
-17.8761,0.872838,0.563974,3,7,0,20.3396,-0.219624,0.5467,17.1082,-6.67318,-0.219624
-16.3803,1,0.563974,2,3,0,17.9364,0.173763,1.00279,25.2997,-7.14706,0.173763
-17.0498,0.933808,0.563974,3,7,0,18.1063,-0.334694,1.04569,15.4317,-6.70431,-0.334694
-17.0714,0.999587,0.563974,3,7,0,17.4614,-0.408223,1.0017,24.367,-7.14222,-0.408223
-19.3356,0.810424,0.563974,2,3,0,20.0771,-0.525696,1,61.2404,-9.92628,-0.525696
-19.0914,0.994146,0.563974,3,7,0,21.1708,-0.756806,1.07855,29.6152,-7.55102,-0.756806
-19.1973,0.936036,0.563974,2,3,0,20.2523,-0.735443,1.0538,36.3457,-8.00948,-0.735443
-15.8298,0.978071,0.563974,2,7,0,19.7228,-0.0282158,0.838877,18.2443,-6.74742,-0.0282158
-17.7109,0.881776,0.563974,2,3,0,17.7819,0.324806,1.20764,35.264,-7.8551,0.324806
-17.7273,0.992789,0.563974,3,7,0,18.7184,0.528239,0.889396,30.5401,-7.46485,0.528239
-17.2035,0.978577,0.563974,3,7,0,18.4933,0.424997,0.875266,32.5636,-7.59661,0.424997
-16.1526,0.980588,0.563974,2,7,0,17.8976,0.117818,0.67992,12.4407,-6.51704,0.117818
-19.7473,0.842016,0.563974,2,7,0,20.8748,0.0398895,0.760766,2.31151,-7.20295,0.0398895
-16.952,0.998493,0.563974,3,7,0,20.1693,0.182308,0.575278,23.4613,-6.96894,0.182308
-17.2944,0.992592,0.563974,3,7,0,18.0013,-0.0115324,0.555847,33.5553,-7.62704,-0.0115324
-18.6888,0.781381,0.563974,3,7,0,20.3235,0.190711,1.40942,9.63957,-6.64245,0.190711
-16.5557,0.981027,0.563974,3,7,0,20.1824,-0.114311,0.908095,40.4033,-8.18742,-0.114311
-16.5276,0.967944,0.563974,3,7,0,17.1877,0.0442941,0.604649,11.0353,-6.48971,0.0442941
-17.9581,0.628321,0.563974,3,7,0,20.9935,0.0409454,1.40101,17.586,-6.83946,0.0409454
-19.3429,0.94779,0.563974,3,7,0,20.6179,-0.292828,0.507584,14.2299,-6.57377,-0.292828
-17.1806,1,0.563974,2,3,0,20.2485,0.314643,0.908263,8.54062,-6.53706,0.314643
-16.2161,1,0.563974,2,3,0,17.2798,0.0549843,0.732699,10.3162,-6.50245,0.0549843
-15.9497,0.927908,0.563974,1,3,0,18.0671,0.161114,0.846504,22.4764,-6.95393,0.161114
-16.3171,0.93104,0.563974,2,7,0,17.0455,0.0803206,0.608838,15.5996,-6.5987,0.0803206
-17.6591,0.769824,0.563974,3,7,0,18.7721,-0.161982,1.32878,20.6738,-6.98283,-0.161982
-17.6088,0.995967,0.563974,3,7,0,18.7411,0.339411,0.582655,17.8278,-6.67977,0.339411
-17.8512,1,0.563974,3,7,0,18.8392,-0.150501,0.644431,5.42655,-6.65839,-0.150501
-16.6937,1,0.563974,3,7,0,17.884,-0.259972,1.04556,21.8793,-6.99059,-0.259972
-16.131,0.985408,0.563974,3,7,0,17.1816,0.174044,0.724803,13.2197,-6.53891,0.174044
-17.1234,0.799895,0.563974,2,7,0,19.4882,-0.182535,0.584748,23.361,-6.98755,-0.182535
-16.9221,0.801196,0.563974,2,3,0,19.0289,0.20147,1.14677,21.2114,-6.9449,0.20147
-17.859,0.955906,0.563974,3,7,0,18.6756,-0.330195,0.786238,6.98098,-6.6034,-0.330195
-18.2782,0.962604,0.563974,2,7,0,20.6002,-0.502161,1.28827,28.9534,-7.50846,-0.502161
-17.1694,0.956464,0.563974,2,7,0,19.7777,-0.428107,0.984398,17.9971,-6.80774,-0.428107
-16.1685,0.998858,0.563974,3,7,0,17.5107,0.128331,0.816596,11.8064,-6.52672,0.128331
-16.7599,0.957686,0.563974,2,3,0,17.2451,0.244548,0.84911,40.3255,-8.15305,0.244548
-16.2012,0.88437,0.563974,2,3,0,18.7103,0.211375,0.767902,13.2022,-6.5443,0.211375
-17.0548,0.826425,0.563974,2,7,0,19.0852,-0.0228026,0.969031,8.05923,-6.56962,-0.0228026
-19.0585,0.918439,0.563974,2,5,0,20.3088,0.440805,0.668056,3.49231,-6.88952,0.440805
-17.4524,1,0.563974,2,3,0,19.3491,0.138341,0.541836,6.85635,-6.53601,0.138341
-17.1594,1,0.563974,2,3,0,17.6228,0.0903247,0.59829,6.47148,-6.56394,0.0903247
-19.8034,0.698222,0.563974,3,7,0,21.2232,0.634406,1.59132,32.7455,-7.79274,0.634406
-18.7607,0.962404,0.563974,2,7,0,20.2111,0.700831,1.15402,29.0472,-7.43179,0.700831
-19.6847,0.985676,0.563974,2,3,0,20.019,0.737315,1.42183,34.98,-7.91,0.737315
-22.0986,0.655203,0.563974,3,7,0,24.4233,0.706422,1.0603,2.47886,-7.21578,0.706422
-24.0663,0.858576,0.563974,3,7,0,27.0545,-1.18338,1.40713,71.9141,-11.0803,-1.18338
-18.0265,1,0.563974,3,7,0,23.7872,0.209561,0.967125,5.21141,-6.71022,0.209561
-16.6833,0.990008,0.563974,3,7,0,18.7531,0.00767904,0.576856,25.1239,-7.07454,0.00767904
-17.5892,0.951237,0.563974,3,7,0,18.03,0.181782,0.834185,5.18814,-6.6885,0.181782
-17.165,0.982301,0.563974,3,7,0,18.7208,-0.215025,0.609525,29.3919,-7.3675,-0.215025
-18.8147,0.789297,0.563974,3,7,0,20.357,-0.0175664,1.42783,8.91417,-6.66263,-0.0175664
-17.8093,0.958763,0.563974,2,7,0,22.7219,0.43845,1.08998,10.5258,-6.56536,0.43845
-16.5005,0.997869,0.563974,3,7,0,18.1521,0.242908,0.953384,14.4789,-6.61191,0.242908
-16.2114,0.990356,0.563974,2,3,0,16.8995,0.0772247,0.993266,20.2239,-6.86506,0.0772247
-16.3008,0.996005,0.563974,3,7,0,16.6039,-0.0244438,0.614991,22.9488,-6.95445,-0.0244438
-17.6692,0.878756,0.563974,3,7,0,18.6541,0.111633,0.778415,4.61625,-6.74113,0.111633
-17.7363,0.990381,0.563974,3,7,0,18.6756,-0.0609752,1.32555,31.3505,-7.62451,-0.0609752
-18.2771,0.965457,0.563974,3,7,0,19.129,-0.214706,1.32067,10.2453,-6.64536,-0.214706
-16.7383,0.976661,0.563974,3,7,0,19.8781,-0.18762,0.721413,9.86995,-6.51915,-0.18762
-17.6032,0.762757,0.563974,3,7,0,20.6981,0.000525473,1.05128,7.00761,-6.61954,0.000525473
-18.1482,0.984137,0.563974,3,7,0,19.253,-0.451143,0.751418,9.77939,-6.55799,-0.451143
-20.2251,0.920346,0.563974,2,3,0,20.4108,-0.672278,0.752249,8.82635,-6.60443,-0.672278
-17.6446,0.919847,0.563974,3,7,0,22.1279,-0.128438,0.605684,6.38304,-6.58459,-0.128438
-15.9599,0.864641,0.563974,2,3,0,19.893,0.0987639,0.753453,29.585,-7.37689,0.0987639
-17.8968,0.783503,0.563974,2,3,0,19.4768,0.003486,0.517531,32.7492,-7.56546,0.003486
-20.8698,0.361708,0.563974,3,7,0,24.5354,-0.783069,1.79379,14.9378,-6.9697,-0.783069
-19.1408,1,0.563974,3,7,0,20.8681,-0.647193,1.43685,23.4459,-7.23399,-0.647193
-19.5719,0.724989,0.563974,3,7,0,25.0731,0.449297,0.589038,2.88702,-7.00922,0.449297
-17.5999,0.8805,0.563974,3,7,0,22.0437,0.2386,1.10085,45.0992,-8.56841,0.2386
-16.2663,1,0.563974,2,3,0,17.5645,0.0519782,1.01292,23.5745,-7.05208,0.0519782
-16.1764,0.999909,0.563974,3,7,0,16.4669,-0.0457188,0.634288,18.0248,-6.70759,-0.0457188
-16.0523,0.884738,0.563974,3,7,0,18.2157,0.0870582,0.747749,32.5217,-7.57556,0.0870582
-17.9168,0.788958,0.563974,3,7,0,19.1366,-0.530166,0.906896,13.2455,-6.64064,-0.530166
-16.8574,1,0.563974,2,3,0,18.0087,-0.330253,0.913041,13.7857,-6.62556,-0.330253
-16.9679,0.969381,0.563974,2,3,0,17.4634,-0.384723,0.835758,16.1362,-6.6968,-0.384723
-17.485,0.97666,0.563974,3,7,0,18.1877,-0.490718,1.00308,17.9733,-6.82028,-0.490718
-18.1946,0.887704,0.563974,2,7,0,19.6777,0.587862,1.16141,16.006,-6.71709,0.587862
-16.4269,0.965304,0.563974,2,7,0,19.9288,-0.102816,0.682551,10.9524,-6.50969,-0.102816
-16.2943,0.910289,0.563974,3,7,0,18.2207,0.250338,0.90679,17.6857,-6.72361,0.250338
-17.437,0.87511,0.563974,2,3,0,18.728,0.342319,0.958702,44.0719,-8.45896,0.342319
-17.4265,0.982362,0.563974,3,7,0,18.3612,-0.20004,0.705475,6.80966,-6.58321,-0.20004
-16.6302,1,0.563974,2,3,0,17.5217,-0.000576056,0.793376,7.96003,-6.53891,-0.000576056
-20.3936,0.847087,0.563974,3,7,0,20.4838,-0.547023,0.650401,6.43052,-6.64341,-0.547023
-18.9836,1,0.563974,3,7,0,22.8611,0.671344,1.16989,38.2685,-8.07948,0.671344
-19.5812,0.79695,0.563974,3,7,0,22.7955,0.679263,0.71668,9.55446,-6.50946,0.679263
-17.849,1,0.563974,3,7,0,20.6374,-0.0629004,1.17997,47.7987,-8.81182,-0.0629004
-18.6456,0.800952,0.563974,1,1,0,18.7975,-0.0486689,1.17218,61.3494,-9.91441,-0.0486689
-18.8268,0.959983,0.563974,3,7,0,21.215,0.540321,0.795271,5.36063,-6.67117,0.540321
-18.4044,0.987646,0.563974,3,7,0,19.9805,-0.369977,0.59746,25.4249,-7.13349,-0.369977
-18.7484,1,0.563974,3,7,0,19.9047,0.582066,1.24445,10.9256,-6.61033,0.582066
-18.5702,0.984621,0.563974,2,3,0,19.4518,0.488114,1.09988,7.28319,-6.61326,0.488114
-19.1228,0.973196,0.563974,3,7,0,20.8556,0.177503,1.33044,56.625,-9.54976,0.177503
-18.7118,0.812866,0.563974,3,7,0,21.1503,0.0898465,0.762136,3.09045,-6.98814,0.0898465
-19.782,0.938652,0.563974,2,7,0,20.8422,0.078964,0.477876,2.57414,-7.08301,0.078964
-20.1863,0.985568,0.563974,1,1,0,20.2274,0.0690043,0.46904,2.31958,-7.16128,0.0690043
-19.6608,0.971348,0.563974,3,7,0,21.9122,0.0832104,1.31325,66.974,-10.4158,0.0832104
-17.8526,0.993377,0.563974,3,7,0,20.3435,0.211857,0.615028,4.39042,-6.74208,0.211857
-18.2606,0.897041,0.563974,3,7,0,19.465,-0.525596,1.07392,41.2463,-8.33756,-0.525596
-18.7845,0.910167,0.563974,2,3,0,19.8449,-0.652049,1.03424,38.8802,-8.17461,-0.652049
-17.4594,0.759214,0.563974,2,3,0,22.284,-0.459029,1.08052,19.0621,-6.88154,-0.459029
-17.9962,0.98161,0.563974,2,3,0,18.0619,-0.585827,1.06048,19.5707,-6.92323,-0.585827
-17.0059,0.986652,0.563974,3,7,0,19.4513,-0.0848258,0.879081,7.42235,-6.57594,-0.0848258
-15.9853,0.987788,0.563974,3,7,0,17.5424,0.0557485,0.885255,15.8278,-6.65095,0.0557485
-16.5891,0.96545,0.563974,2,3,0,16.61,0.0768863,1.02841,13.2222,-6.59707,0.0768863
-16.389,0.960356,0.563974,3,7,0,18.5797,-0.0709462,0.66647,11.0598,-6.50581,-0.0709462
-15.8315,0.981711,0.563974,3,7,0,17.7771,-0.0428343,0.787546,16.7502,-6.67589,-0.0428343
-16.248,0.862497,0.563974,1,3,0,17.4768,0.234721,0.903919,17.6193,-6.72039,0.234721
-16.021,1,0.563974,2,3,0,16.3113,0.154556,0.859078,16.2924,-6.6597,0.154556
-16.7557,0.91802,0.563974,3,7,0,17.9328,0.0246384,0.676065,44.245,-8.43269,0.0246384
-18.1291,0.923166,0.563974,3,7,0,18.4836,0.0861178,0.555367,47.2096,-8.64556,0.0861178
-18.3791,0.920215,0.563974,2,7,0,19.4914,-0.241332,1.1132,6.26588,-6.69217,-0.241332
-17.7465,0.825954,0.563974,2,3,0,21.1111,0.227734,0.540754,25.8725,-7.10727,0.227734
-18.5673,0.738203,0.563974,3,7,0,21.6692,0.209572,1.33995,8.66752,-6.63263,0.209572
-18.3807,0.99506,0.563974,2,3,0,19.1662,0.31185,1.34927,11.2193,-6.63133,0.31185
-16.799,1,0.563974,3,7,0,18.2857,-0.0138421,0.619244,38.0746,-7.96057,-0.0138421
-16.9582,0.835854,0.563974,2,7,0,18.539,-0.183287,0.933963,9.21052,-6.5581,-0.183287
-17.0353,0.989801,0.563974,3,7,0,17.9338,-0.34911,0.976558,13.7445,-6.63917,-0.34911
-16.0328,0.99665,0.563974,2,3,0,17.1621,-0.0793773,0.877114,29.7856,-7.42195,-0.0793773
-17.2914,0.839237,0.563974,3,7,0,18.5625,0.249048,0.784059,6.14026,-6.60565,0.249048
-16.9134,0.997006,0.563974,2,3,0,17.5441,0.128946,0.866327,7.41642,-6.56125,0.128946
-17.2963,0.980984,0.563974,2,3,0,17.5403,0.159788,0.9533,7.05095,-6.59038,0.159788
-16.635,0.994812,0.563974,2,7,0,17.7541,0.234589,0.927468,11.4163,-6.53845,0.234589
-15.9442,0.998452,0.563974,2,7,0,16.7204,0.0990413,0.798157,29.555,-7.38206,0.0990413
-15.9002,0.969209,0.563974,3,7,0,16.4471,-0.0417744,0.790061,14.9814,-6.61094,-0.0417744
-18.1282,0.851897,0.563974,2,3,0,18.2952,-0.232525,1.01338,5.97256,-6.68844,-0.232525
-16.1188,0.972931,0.563974,3,7,0,19.6318,-0.0768774,0.868178,33.0152,-7.64016,-0.0768774
-16.1787,0.987749,0.563974,3,7,0,16.6483,0.0273269,0.654833,29.3404,-7.3499,0.0273269
-17.0213,0.948282,0.563974,2,7,0,17.1767,-0.0959984,1.16443,15.5647,-6.70945,-0.0959984
-15.8629,0.965796,0.563974,3,7,0,18.2772,0.106809,0.778326,26.0518,-7.15436,0.106809
-17.6693,0.804068,0.563974,3,7,0,19.0595,-0.131315,0.650688,5.64462,-6.63986,-0.131315
-17.9177,0.986827,0.563974,3,7,0,18.7767,0.305052,0.545008,6.51672,-6.55043,0.305052
-18.2296,0.943289,0.563974,2,7,0,19.3839,0.403544,0.810632,5.03465,-6.69885,0.403544
-17.6051,1,0.563974,3,7,0,18.6009,0.109987,0.693977,4.58,-6.73256,0.109987
-17.7932,0.99221,0.563974,2,3,0,18.0682,0.21607,0.717991,4.4263,-6.75175,0.21607
-17.1735,0.99503,0.563974,2,3,0,17.9902,0.086421,0.697045,5.63942,-6.63188,0.086421
-15.9874,0.956616,0.563974,3,7,0,17.8778,0.0299234,0.792697,32.6554,-7.59492,0.0299234
-16.4498,0.756103,0.563974,2,3,0,18.9538,-0.11672,0.990918,14.3631,-6.63386,-0.11672
-17.1538,0.972234,0.563974,2,3,0,17.2378,-0.212033,1.06127,10.9349,-6.58766,-0.212033
-17.416,0.988498,0.563974,2,3,0,17.7534,-0.329973,1.04373,10.8262,-6.59718,-0.329973
-17.4164,0.98111,0.563974,2,7,0,18.4899,-0.110751,1.20734,36.066,-7.9306,-0.110751
-16.7012,0.987027,0.563974,3,7,0,18.5205,0.213623,0.872705,9.35913,-6.52168,0.213623
-18.2189,0.879229,0.563974,3,7,0,19.3062,-0.495831,1.01988,44.8111,-8.59477,-0.495831
-17.5693,0.498584,0.563974,2,3,0,22.0634,-0.447858,0.925577,11.8736,-6.60288,-0.447858
-17.4788,0.938928,0.563974,2,7,0,21.3511,-0.234562,0.638233,8.76806,-6.52062,-0.234562
-20.0514,0.739248,0.563974,3,7,0,20.4122,0.66241,1.44988,46.3936,-8.77038,0.66241
-17.1885,0.974475,0.563974,2,7,0,19.9457,0.37126,1.11676,21.6543,-6.96125,0.37126
-17.9111,0.971989,0.563974,3,7,0,18.6104,0.558503,0.925432,11.9867,-6.55301,0.558503
-19.8591,0.875865,0.563974,3,7,0,21.8087,0.574742,1.61723,35.6614,-8.00296,0.574742
-17.0439,0.931281,0.563974,2,3,0,20.7341,0.319134,1.11597,22.2279,-6.99179,0.319134
-19.5158,0.911335,0.563974,2,3,0,19.704,0.666631,1.35984,10.0447,-6.64152,0.666631
-16.6716,0.963951,0.563974,3,7,0,21.1374,-0.323415,0.768233,24.3898,-7.08952,-0.323415
-18.6628,0.860402,0.563974,3,7,0,19.5637,-0.696437,0.990365,19.5397,-6.92839,-0.696437
-20.2602,0.99208,0.563974,3,7,0,22.4237,-0.572696,1.80221,19.7363,-7.132,-0.572696
-16.6652,0.933698,0.563974,3,7,0,21.5013,-0.314955,0.761559,25.7957,-7.17192,-0.314955
-17.4782,0.864806,0.563974,2,3,0,18.7414,-0.0725231,0.626924,50.1042,-8.89424,-0.0725231
-16.0267,0.79617,0.563974,2,3,0,19.9437,0.102058,0.725274,12.8935,-6.53383,0.102058
-15.9949,0.986182,0.563974,3,7,0,16.4829,-0.0640725,0.761973,31.5526,-7.52037,-0.0640725
-16.6617,0.902352,0.563974,3,7,0,18.1141,0.218801,0.62527,24.5087,-7.03551,0.218801
-16.4492,1,0.563974,3,7,0,16.7621,-0.152129,1.01884,17.6766,-6.76657,-0.152129
-16.1858,0.986987,0.563974,3,7,0,16.9162,-0.113586,0.658012,21.2905,-6.8763,-0.113586
-17.7365,0.854394,0.563974,3,7,0,18.6233,0.389012,0.847454,6.59654,-6.59082,0.389012
-17.2923,0.99837,0.563974,3,7,0,18.3559,-0.423446,0.766864,24.5437,-7.11243,-0.423446
-16.8693,0.905384,0.563974,2,3,0,18.4809,-0.330415,0.766088,31.1724,-7.52299,-0.330415
-18.1998,0.927945,0.563974,3,7,0,18.6152,0.605582,0.967261,12.0724,-6.56533,0.605582
-16.2294,0.985935,0.563974,2,3,0,18.581,0.0714047,0.773209,10.2879,-6.50786,0.0714047
-18.14,0.906393,0.563974,2,3,0,18.2382,-0.120064,0.686601,4.3171,-6.77922,-0.120064
-16.3527,0.986073,0.563974,3,7,0,19.2622,0.058966,0.99215,30.9551,-7.51319,0.058966
-16.8651,0.953138,0.563974,3,7,0,17.2173,-0.027239,0.620286,8.12913,-6.51117,-0.027239
